ItemID,ItemNo,Status,ReasonCode,status_code_id,status_date,FromLocationCode,FromLocationName,ToLocationCode,ToLocationName,CustAccNum
990,XZE0000989046,DL,,,2/1/2025 9:50,DBPLD,Paya Lebar Delivery Base,DBPLD,Paya Lebar Delivery Base,
991,XZE0000989046,CC,,,2/1/2025 13:36,,,,,
992,XZE0000989412,UA,,,2/1/2025 10:30,DBJED,Jurong East Delivery Base,DBJED,Jurong East Delivery Base,
993,XZE0000989412,AS,,,2/1/2025 11:42,DBJED,Jurong East Delivery Base,DBJED,Jurong East Delivery Base,
994,XZE0000989505,UA,,,2/1/2025 9:43,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
995,XZE0000989505,DL,,,2/1/2025 10:50,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
996,XZE0000989575,UA,,,2/1/2025 10:08,DBBBD,Bras Basah Delivery Base,DBBBD,Bras Basah Delivery Base,
997,XZE0000989575,FD,98,,2/1/2025 10:45,DBBBD,Bras Basah Delivery Base,DBBBD,Bras Basah Delivery Base,
998,XZE0000989610,UA,,,2/1/2025 10:43,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
999,XZE0000989610,FD,98,,2/1/2025 11:19,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
1000,ZSGCN015470525,AS,,,2/1/2025 8:34,DBBDD,Bedok Central Delivery Base,DBBDD,Bedok Central Delivery Base,
1001,ZSGD1008846704,AS,,,2/1/2025 13:11,DBJKD,Jalan Kayu Delivery Base,DBJKD,Jalan Kayu Delivery Base,
