ItemID,ItemNo,Status,ReasonCode,status_code_id,status_date,FromLocationCode,FromLocationName,ToLocationCode,ToLocationName,CustAccNum
741,SNSG24794008119,AS,,,2/1/2025 12:06,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
742,SNSG25553313987,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
743,SNSG25795120954,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
744,SNSG25882607318,AS,,,2/1/2025 12:03,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
745,SNSG26476218243,AS,,,2/1/2025 12:03,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
746,SNSG26800496236,UA,,,2/1/2025 10:38,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
747,SNSG26800496236,DB,43,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
748,SNSG26800496236,HI,,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
749,SNSG27609572639,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
750,SNSG27646969801,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
751,SNSG29181821217,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
752,SNSG29598947573,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
753,SNSG30241271259,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
754,SNSG30392343477,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
755,SNSG30502843743,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
756,SNSG33275327114,AS,,,2/1/2025 11:54,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
757,SNSG33291495375,UA,,,2/1/2025 8:39,DBBDD,Bedok Central Delivery Base,DBBDD,Bedok Central Delivery Base,
758,SNSG33291495375,DL,,,2/1/2025 11:27,DBBDD,Bedok Central Delivery Base,DBBDD,Bedok Central Delivery Base,
759,SNSG33319486201,UA,,,2/1/2025 8:19,DBJKD,Jalan Kayu Delivery Base,DBJKD,Jalan Kayu Delivery Base,
760,SNSG33319486201,DL,,,2/1/2025 8:55,DBJKD,Jalan Kayu Delivery Base,DBJKD,Jalan Kayu Delivery Base,
761,SNSG33319486201,CC,,,2/1/2025 17:29,,,,,
762,SNSG34676012370,AS,,,2/1/2025 12:43,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
763,SNSG34727459248,CC,,,2/1/2025 11:43,,,,,
764,SNSG35961493534,AS,,,2/1/2025 13:03,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
765,SNSG36372823348,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
766,SNSG37275078489,CC,,,2/1/2025 11:11,,,,,
767,SNSG37650084557,AS,,,2/1/2025 11:53,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
768,SNSG38476192809,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
769,SNSG38812911888,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
770,SNSG38883773805,CC,,,2/1/2025 15:33,,,,,
771,SNSG39159942969,CC,,,2/1/2025 17:29,,,,,
772,SNSG39480064324,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
773,SNSG39558069725,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
774,SNSG39591903969,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
775,SNSG40110648068,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
776,SNSG40432943374,AS,,,2/1/2025 12:03,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
777,SNSG41341667087,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
778,SNSG41765545136,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
779,SNSG42803514234,AS,,,2/1/2025 12:10,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
780,SNSG44053692843,AS,,,2/1/2025 12:10,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
781,SNSG44067318826,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
782,SNSG44292872731,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
783,SNSG44298337803,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
784,SNSG44962749619,CC,,,2/1/2025 17:47,,,,,
785,SNSG46192925935,UA,,,2/1/2025 8:24,DBAKD,Ang Mo Kio Central Delivery Base,DBAKD,Ang Mo Kio Central Delivery Base,
786,SNSG46192925935,FD,98,,2/1/2025 10:00,DBAKD,Ang Mo Kio Central Delivery Base,DBAKD,Ang Mo Kio Central Delivery Base,
787,SNSG46672758192,AS,,,2/1/2025 12:03,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
788,SNSG47101815173,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
789,SNSG47444751479,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
790,SNSG48284504430,UA,,,2/1/2025 8:34,DBBDD,Bedok Central Delivery Base,DBBDD,Bedok Central Delivery Base,
791,SNSG48284504430,DL,,,2/1/2025 10:38,DBBDD,Bedok Central Delivery Base,DBBDD,Bedok Central Delivery Base,
792,SNSG48797800364,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
793,SNSG50388972382,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
794,SNSG50474404716,CC,,,2/1/2025 17:21,,,,,
795,SNSG50484017641,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
796,SNSG50642340115,AS,,,2/1/2025 11:53,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
797,SNSG52379319606,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
798,SNSG52692985068,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
799,SNSG53104861862,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
800,SNSG53792819764,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
801,SNSG54725328220,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
802,SNSG54973662357,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
803,SNSG54992990194,AS,,,2/1/2025 12:06,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
804,SNSG55234503435,CC,,,2/1/2025 13:29,,,,,
805,SNSG56354241312,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
806,SNSG56735935209,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
807,SNSG57052125175,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
808,SNSG57801572414,CC,,,2/1/2025 20:57,,,,,
809,SNSG59283438282,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
810,SNSG59371917124,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
811,SNSG59371917124,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
812,SNSG59999049151,CC,,,2/1/2025 15:38,,,,,
813,SNSG60039545138,CC,,,2/1/2025 14:31,,,,,
814,SNSG60043470150,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
815,SNSG60263322514,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
816,SNSG60989677452,AS,,,2/1/2025 11:53,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
817,SNSG61011389937,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
818,SNSG61927242603,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
819,SNSG62224852101,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
820,SNSG63185572215,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
821,SNSG63837454141,CC,,,2/1/2025 19:22,,,,,
822,SNSG63933103420,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
823,SNSG65191420825,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
824,SNSG65369853486,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
825,SNSG66204218021,CC,,,2/1/2025 23:16,,,,,
826,SNSG67264020280,AS,,,2/1/2025 11:53,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
827,SNSG67440936124,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
828,SNSG67494933638,AS,,,2/1/2025 12:06,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
829,SNSG67599912227,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
830,SNSG67937337451,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
831,SNSG68098329279,RS,,,2/1/2025 8:41,DBCMD,Clementi Delivery Base,RM,Transit Logistics (Log Hub),
832,SNSG68607388277,CC,,,2/1/2025 18:45,,,,,
833,SNSG69089045359,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
834,SNSG69301469620,CC,,,2/1/2025 16:02,,,,,
835,SNSG69759500589,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
836,SNSG69834292335,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
837,SNSG70245428411,CC,,,2/1/2025 18:11,,,,,
838,SNSG70300434801,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
839,SNSG70404022188,CC,,,2/1/2025 10:49,,,,,
840,SNSG70646068564,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
841,SNSG71592598866,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
842,SNSG71668496065,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
843,SNSG71841767767,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
844,SNSG72173848148,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
845,SNSG72258133731,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
846,SNSG73323389079,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
847,SNSG73872030769,AS,,,2/1/2025 12:10,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
848,SNSG74169042380,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
849,SNSG74706776351,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
850,SNSG74831981651,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
851,SNSG75133991209,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
852,SNSG76917900011,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
853,SNSG77283111014,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
854,SNSG77967815607,CC,,,2/1/2025 19:18,,,,,
855,SNSG78494893615,AS,,,2/1/2025 12:10,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
856,SNSG79035241551,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
857,SNSG79154868574,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
858,SNSG79260800431,AS,,,2/1/2025 11:53,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
859,SNSG79822834097,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
860,SNSG80276059649,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
861,SNSG80404896962,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
862,SNSG81822296111,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
863,SNSG82301041930,CC,,,2/1/2025 17:04,,,,,
864,SNSG82446885278,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
865,SNSG82559159487,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
866,SNSG82859472502,CC,,,2/1/2025 20:01,,,,,
867,SNSG82919163339,AS,,,2/1/2025 11:53,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
868,SNSG82987572682,AS,,,2/1/2025 12:10,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
869,SNSG83463016530,AS,,,2/1/2025 10:43,DBOCD,Orchard Delivery Base,DBOCD,Orchard Delivery Base,
870,SNSG83467363151,CC,,,2/1/2025 23:01,,,,,
871,SNSG83826469033,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
872,SNSG85109578277,CC,,,2/1/2025 10:24,,,,,
873,SNSG86076746054,CC,,,2/1/2025 22:56,,,,,
874,SNSG86682697618,CC,,,2/1/2025 21:45,,,,,
875,SNSG87372776751,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
876,SNSG87746179910,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
877,SNSG89091150142,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
878,SNSG89607911849,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
879,SNSG90278741477,CC,,,2/1/2025 22:25,,,,,
880,SNSG90770997089,AS,,,2/1/2025 12:15,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
881,SNSG91267212987,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
882,SNSG91842160774,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
883,SNSG92129631368,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
884,SNSG93412896161,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
885,SNSG94150575679,AS,,,2/1/2025 12:10,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
886,SNSG95248121404,CC,,,2/1/2025 21:47,,,,,
887,SNSG95280901924,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
888,SNSG96141061247,CC,,,2/1/2025 20:23,,,,,
889,SNSG97022052984,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
890,SNSG98677676721,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
891,SNSG98788119676,AS,,,2/1/2025 10:14,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
892,SNSG98965936972,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
893,SNSG99997911578,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
894,SPCSEV000011148,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
895,SPCSEV000011257,CC,,,2/1/2025 11:13,,,,,
896,SPCSEV000011471,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
897,SPCSEV000011576,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
898,SPCSEV000011727,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
899,SPCSEV000011778,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
900,SPCSEV000011865,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
901,SPCSEV000011915,AS,,,2/1/2025 12:43,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
902,SPCSEV000011927,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
903,SPCSEV000011948,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
904,SPCSEV000011968,AS,,,2/1/2025 12:10,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
905,SPCSEV000011979,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
906,SPCSEV000012036,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
907,SPCSEV000012050,AS,,,2/1/2025 12:06,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
908,SPCSEV000012059,AS,,,2/1/2025 11:54,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
909,SPCSEV000012060,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
910,SPCSEV000012109,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
911,SPTTND001166713,UA,,,2/1/2025 10:38,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
912,SPTTND001166713,DB,43,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
913,SPTTND001166713,HI,,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
914,SPTTND001826212,CC,,,2/1/2025 17:23,,,,,
915,SPTTND003116213,CC,,,2/1/2025 21:33,,,,,
916,SPTTND003276713,CC,,,2/1/2025 9:06,,,,,
917,SPTTND003886112,CC,,,2/1/2025 15:35,,,,,
918,SPTTND004106713,CC,,,2/2/2025 0:10,,,,,
919,SPTTND004136713,CC,,,2/1/2025 16:46,,,,,
920,SPTTND004856912,CC,,,2/1/2025 21:50,,,,,
921,SPTTND005176613,CC,,,2/1/2025 10:39,,,,,
922,SPTTND005616812,CC,,,2/1/2025 15:59,,,,,
923,SPTTND006196313,CC,,,2/1/2025 13:51,,,,,
924,SPTTND006346213,CC,,,2/1/2025 10:36,,,,,
925,SPTTND006706712,CC,,,2/1/2025 15:20,,,,,
926,SPTTND006836512,CC,,,2/1/2025 10:23,,,,,
927,SPTTND006916912,CC,,,2/1/2025 23:34,,,,,
928,SPTTND006996611,RU,,,2/1/2025 9:36,,,,,
929,SPTTND006996611,UA,,,2/1/2025 9:42,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
930,SPTTND006996611,DB,43,,2/1/2025 9:49,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
931,SPTTND006996611,HI,,,2/1/2025 10:41,DBTLD,Tanglin Delivery Base,DBTLD,Tanglin Delivery Base,
932,SPTTND007176413,FD,98,,2/1/2025 9:40,DBCHI,Changi Delivery Base,DBCHI,Changi Delivery Base,
933,SPTTND008206113,CC,,,2/1/2025 16:24,,,,,
934,SPTTND008316112,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
935,SPTTND008316112,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
936,SPTTND009116913,CC,,,2/1/2025 22:45,,,,,
937,SPTTND009946312,CC,,,2/1/2025 17:33,,,,,
938,SPTTND010046813,CC,,,2/2/2025 0:00,,,,,
939,SPTTND010216513,CC,,,2/1/2025 8:00,,,,,
940,SPTTND010216513,CC,,,2/1/2025 8:00,,,,,
941,SPTTND010266713,CC,,,2/1/2025 16:40,,,,,
942,SPTTND010306013,CC,,,2/1/2025 21:11,,,,,
943,SPWMEV000017347,UA,,,2/1/2025 9:35,DBPLD,Paya Lebar Delivery Base,DBPLD,Paya Lebar Delivery Base,
944,SPWMEV000017347,FD,96,,2/1/2025 9:46,DBPLD,Paya Lebar Delivery Base,DBPLD,Paya Lebar Delivery Base,
945,XZD0002575248,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
946,XZD0002575248,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
947,XZD0002580945,UA,,,2/1/2025 10:15,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
948,XZD0002580945,DL,,,2/1/2025 11:27,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
949,XZD0002586040,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
950,XZD0002586040,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
951,XZD0002586736,CC,,,2/1/2025 20:04,,,,,
952,XZD0002587346,CC,,,2/1/2025 19:24,,,,,
953,XZD0002588373,CC,,,2/1/2025 15:17,,,,,
954,XZD0002588583,CC,,,2/1/2025 13:58,,,,,
955,XZD0002588584,CC,,,2/1/2025 10:39,,,,,
956,XZD0002589904,AS,,,2/1/2025 12:14,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
957,XZD0002589995,UA,,,2/1/2025 10:22,DBJED,Jurong East Delivery Base,DBJED,Jurong East Delivery Base,
958,XZD0002589995,DL,,,2/1/2025 10:59,DBJED,Jurong East Delivery Base,DBJED,Jurong East Delivery Base,
959,XZD0002589995,CC,,,2/1/2025 12:03,,,,,
960,XZD0002591111,UA,,,2/1/2025 9:50,DBTBD,Tiong Bahru Delivery Base,DBTBD,Tiong Bahru Delivery Base,
961,XZD0002591111,DL,,,2/1/2025 11:35,DBTBD,Tiong Bahru Delivery Base,DBTBD,Tiong Bahru Delivery Base,
962,XZD0002591260,AS,,,2/1/2025 11:53,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
963,XZDAMZ1959543,UA,,,2/1/2025 10:03,DBOCD,Orchard Delivery Base,DBOCD,Orchard Delivery Base,
964,XZDAMZ1959543,FD,98,,2/1/2025 11:29,DBOCD,Orchard Delivery Base,DBOCD,Orchard Delivery Base,
965,XZDAMZ1960720,UA,,,2/1/2025 10:28,DBBTD,Bukit Timah Delivery Base,DBBTD,Bukit Timah Delivery Base,
966,XZDAMZ1960720,FD,98,,2/1/2025 11:39,DBBTD,Bukit Timah Delivery Base,DBBTD,Bukit Timah Delivery Base,
967,XZDESW00868601,CC,,,2/1/2025 8:49,,,,,
968,XZDESW00868677,CC,,,2/1/2025 8:55,,,,,
969,XZDSHP0414350,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
970,XZDSHP0414350,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
971,XZDSHP0419004,CC,,,2/1/2025 16:45,,,,,
972,XZDTEX9999096796,CC,,,2/1/2025 9:42,,,,,
973,XZDTEX9999096859,CC,,,2/1/2025 13:02,,,,,
974,XZDTEX9999096931,CC,,,2/1/2025 19:52,,,,,
975,XZDTEX9999097020,CC,,,2/1/2025 14:45,,,,,
976,XZDTEX9999097065,CC,,,2/1/2025 13:08,,,,,
977,XZE0000987019,CC,,,2/1/2025 18:19,,,,,
978,XZE0000987151,CC,,,2/1/2025 12:04,,,,,
979,XZE0000988623,UA,,,2/1/2025 9:47,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
980,XZE0000988623,DL,,,2/1/2025 10:59,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
981,XZE0000988725,UA,,,2/1/2025 10:43,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
982,XZE0000988725,FD,98,,2/1/2025 12:50,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
983,XZE0000988836,UA,,,2/1/2025 10:04,DBOCD,Orchard Delivery Base,DBOCD,Orchard Delivery Base,
984,XZE0000988836,DL,,,2/1/2025 11:37,DBOCD,Orchard Delivery Base,DBOCD,Orchard Delivery Base,
985,XZE0000989000,UA,,,2/1/2025 8:07,DBTMP,Tampines Delivery Base,DBTMP,Tampines Delivery Base,
986,XZE0000989000,DL,,,2/1/2025 9:29,DBTMP,Tampines Delivery Base,DBTMP,Tampines Delivery Base,
987,XZE0000989040,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
988,XZE0000989040,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
989,XZE0000989046,UA,,,2/1/2025 9:06,DBPLD,Paya Lebar Delivery Base,DBPLD,Paya Lebar Delivery Base,
